"jurisdiction_of_occurrence","mmwryear","mmwrweek","weekendingdate","allcause","naturalcause","septicemia_a40_a41","malignant_neoplasms_c00_c97","diabetes_mellitus_e10_e14","alzheimer_disease_g30","influenza_and_pneumonia_j10","chronic_lower_respiratory","other_diseases_of_respiratory","nephritis_nephrotic_syndrome","symptoms_signs_and_abnormal","diseases_of_heart_i00_i09","cerebrovascular_diseases","flag_otherresp","flag_inflpn","flag_nephr","flag_sept","flag_diab","flag_otherunk","flag_alz","flag_clrd","flag_stroke","flag_hd","flag_neopl"
"Delaware","2014","48","2014-11-29T00:00:00.000","171","154",NA,"40",NA,NA,NA,NA,NA,NA,NA,"44","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2014","49","2014-12-06T00:00:00.000","165","152",NA,"35",NA,NA,NA,NA,NA,NA,"0","46","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2014","50","2014-12-13T00:00:00.000","179","164","0","39",NA,NA,NA,NA,NA,NA,NA,"57",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2014","51","2014-12-20T00:00:00.000","178","163",NA,"35",NA,NA,NA,"10",NA,NA,NA,"46","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2014","52","2014-12-27T00:00:00.000","169","154",NA,"27",NA,NA,NA,NA,NA,NA,NA,"46","15","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2014","53","2015-01-03T00:00:00.000","194","179",NA,"57",NA,NA,NA,"10",NA,NA,NA,"47",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","1","2015-01-10T00:00:00.000","234","222",NA,"36",NA,NA,"11","13",NA,NA,NA,"64",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","2","2015-01-17T00:00:00.000","213","194",NA,"34",NA,NA,"10","11",NA,NA,NA,"49",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","3","2015-01-24T00:00:00.000","179","166",NA,"39",NA,NA,NA,"11",NA,NA,NA,"39","13","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","4","2015-01-31T00:00:00.000","199","180",NA,"43",NA,"11","12","16","0",NA,NA,"42",NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","5","2015-02-07T00:00:00.000","169","161",NA,"42",NA,NA,NA,NA,NA,NA,"0","40",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","6","2015-02-14T00:00:00.000","180","164",NA,"33",NA,"11",NA,"11",NA,NA,NA,"42","12","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"Delaware","2015","7","2015-02-21T00:00:00.000","197","184","0","45",NA,NA,NA,"11",NA,NA,"0","54","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","8","2015-02-28T00:00:00.000","178","170",NA,"43",NA,NA,NA,"18","0",NA,"0","29","12",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","9","2015-03-07T00:00:00.000","168","160",NA,"33",NA,NA,NA,"11",NA,"0",NA,"40","13","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","10","2015-03-14T00:00:00.000","171","159",NA,"38",NA,NA,NA,"13",NA,NA,"0","40",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","11","2015-03-21T00:00:00.000","160","146",NA,"34",NA,NA,NA,"10",NA,NA,NA,"29","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","12","2015-03-28T00:00:00.000","168","158",NA,"47",NA,NA,NA,NA,NA,NA,NA,"43",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Florida","2015","40","2015-10-10T00:00:00.000","3570","3284","52","851","110","151","44","213","44","62","49","831","207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delaware","2015","13","2015-04-04T00:00:00.000","174","162",NA,"49",NA,NA,NA,NA,NA,NA,"0","36",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","14","2015-04-11T00:00:00.000","175","165",NA,"36",NA,NA,"0",NA,NA,NA,NA,"47","10","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","15","2015-04-18T00:00:00.000","167","152",NA,"43",NA,"10",NA,NA,NA,NA,"0","43","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","16","2015-04-25T00:00:00.000","167","153",NA,"29",NA,NA,NA,"13","0",NA,"0","43","11",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","17","2015-05-02T00:00:00.000","174","161",NA,"32",NA,NA,NA,"14",NA,NA,NA,"46",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","18","2015-05-09T00:00:00.000","177","163",NA,"42",NA,NA,NA,NA,NA,NA,NA,"51",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","19","2015-05-16T00:00:00.000","149","141",NA,"52",NA,NA,NA,"13",NA,NA,"0","27",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","20","2015-05-23T00:00:00.000","150","140",NA,"37",NA,NA,NA,"13","0",NA,"0","33",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","21","2015-05-30T00:00:00.000","150","140","0","37",NA,NA,NA,NA,NA,NA,"0","39","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","22","2015-06-06T00:00:00.000","127","119",NA,"37",NA,NA,NA,NA,NA,"0",NA,"31",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","23","2015-06-13T00:00:00.000","161","143",NA,"34",NA,NA,NA,"10",NA,NA,NA,"35","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","24","2015-06-20T00:00:00.000","169","153",NA,"43",NA,NA,NA,NA,"0",NA,NA,"33","16",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","25","2015-06-27T00:00:00.000","142","127",NA,"45","0","0",NA,NA,NA,NA,NA,"28","13","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","26","2015-07-04T00:00:00.000","160","151",NA,"44",NA,NA,NA,"14",NA,NA,NA,"34",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","27","2015-07-11T00:00:00.000","154","140",NA,"31",NA,NA,NA,NA,NA,NA,NA,"43",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","28","2015-07-18T00:00:00.000","167","153",NA,"34",NA,NA,NA,NA,NA,NA,NA,"37","12","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","29","2015-07-25T00:00:00.000","164","145",NA,"42",NA,NA,NA,NA,NA,NA,NA,"26","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","30","2015-08-01T00:00:00.000","132","120",NA,"37",NA,NA,NA,NA,NA,NA,"0","23","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","31","2015-08-08T00:00:00.000","148","139",NA,"38",NA,NA,NA,NA,NA,NA,NA,"33","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","32","2015-08-15T00:00:00.000","157","143",NA,"29",NA,NA,NA,NA,NA,NA,NA,"37",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","33","2015-08-22T00:00:00.000","144","133",NA,"37",NA,NA,NA,NA,NA,NA,"0","20","13","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","34","2015-08-29T00:00:00.000","171","155",NA,"36",NA,NA,NA,NA,NA,NA,"0","44",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","35","2015-09-05T00:00:00.000","146","133",NA,"45",NA,NA,NA,NA,NA,NA,"0","34",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","36","2015-09-12T00:00:00.000","170","153",NA,"32",NA,NA,"0",NA,NA,NA,NA,"46","13","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","37","2015-09-19T00:00:00.000","142","126",NA,"28",NA,NA,NA,NA,"0",NA,"0","43",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","38","2015-09-26T00:00:00.000","157","139",NA,"39",NA,NA,NA,"11",NA,NA,"0","30",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","39","2015-10-03T00:00:00.000","160","139",NA,"39",NA,NA,NA,NA,NA,NA,"0","42",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","40","2015-10-10T00:00:00.000","153","143","0","34",NA,NA,NA,"15",NA,NA,"0","28",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","41","2015-10-17T00:00:00.000","147","131",NA,"32","0",NA,NA,"10","0",NA,NA,"33",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","42","2015-10-24T00:00:00.000","172","163",NA,"39",NA,NA,NA,"11",NA,NA,"0","40","15","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","43","2015-10-31T00:00:00.000","160","151",NA,"42",NA,NA,NA,"11",NA,NA,"0","29","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","44","2015-11-07T00:00:00.000","160","146",NA,"32",NA,NA,NA,NA,NA,NA,"0","27","16","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","45","2015-11-14T00:00:00.000","161","147",NA,"40",NA,NA,NA,NA,NA,NA,NA,"34",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2015","46","2015-11-21T00:00:00.000","167","152","0","39",NA,NA,NA,NA,"0",NA,"0","33","14",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","47","2015-11-28T00:00:00.000","157","144",NA,"40",NA,NA,NA,NA,NA,NA,"0","38","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2015","48","2015-12-05T00:00:00.000","146","138","0","35",NA,NA,NA,"11",NA,NA,NA,"34",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","49","2015-12-12T00:00:00.000","155","147",NA,"38",NA,NA,"0","20",NA,NA,NA,"27",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2015","50","2015-12-19T00:00:00.000","170","158",NA,"47",NA,NA,NA,"14",NA,NA,NA,"32","12","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2015","51","2015-12-26T00:00:00.000","154","141",NA,"32",NA,"10",NA,"11",NA,NA,"0","28","13","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA,NA
"Delaware","2015","52","2016-01-02T00:00:00.000","152","143",NA,"36",NA,NA,NA,"14",NA,NA,NA,"34",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2016","1","2016-01-09T00:00:00.000","195","185",NA,"38","0","10",NA,"17",NA,NA,NA,"48","15","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"Delaware","2016","2","2016-01-16T00:00:00.000","189","176",NA,"45","10",NA,NA,"13",NA,NA,NA,"42",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2016","3","2016-01-23T00:00:00.000","180","173",NA,"42",NA,"10",NA,"19",NA,NA,NA,"45","13","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"Delaware","2016","4","2016-01-30T00:00:00.000","190","174",NA,"32",NA,"13",NA,"17",NA,NA,NA,"47","13","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"Delaware","2016","5","2016-02-06T00:00:00.000","178","170",NA,"46",NA,NA,NA,"17","0",NA,"0","29","14",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2016","6","2016-02-13T00:00:00.000","171","155",NA,"42",NA,NA,NA,NA,NA,NA,NA,"44",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2016","7","2016-02-20T00:00:00.000","178","161",NA,"52",NA,NA,NA,NA,NA,NA,NA,"36",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2016","8","2016-02-27T00:00:00.000","162","152",NA,"42",NA,NA,NA,NA,NA,NA,"0","35","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Delaware","2016","9","2016-03-05T00:00:00.000","163","150",NA,"37",NA,NA,NA,NA,NA,NA,"0","37",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2016","10","2016-03-12T00:00:00.000","190","171",NA,"40",NA,NA,NA,"10","0",NA,NA,"45",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2016","11","2016-03-19T00:00:00.000","202","194",NA,"50",NA,NA,NA,"12",NA,NA,NA,"50","18","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2016","12","2016-03-26T00:00:00.000","177","163",NA,"35",NA,NA,NA,"12",NA,NA,NA,"41",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2016","13","2016-04-02T00:00:00.000","193","168",NA,"47",NA,NA,NA,"19",NA,NA,NA,"40",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2016","14","2016-04-09T00:00:00.000","159","145",NA,"36",NA,NA,NA,"15",NA,NA,NA,"31",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Florida","2015","41","2015-10-17T00:00:00.000","3487","3178","41","798","99","140","35","200","48","57","51","810","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delaware","2016","15","2016-04-16T00:00:00.000","169","158",NA,"40",NA,NA,NA,"10",NA,NA,NA,"40","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
"Delaware","2016","16","2016-04-23T00:00:00.000","176","161",NA,"37",NA,"11",NA,"13",NA,NA,NA,"31","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA,NA
"Delaware","2016","17","2016-04-30T00:00:00.000","147","138",NA,"37",NA,NA,NA,"12",NA,NA,"0","34",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Delaware","2016","18","2016-05-07T00:00:00.000","149","132",NA,"39",NA,NA,NA,NA,NA,NA,"0","29",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Delaware","2016","19","2016-05-14T00:00:00.000","169","154",NA,"38",NA,NA,NA,"14",NA,NA,NA,"35","11","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA,NA
